"id","k3","k4","k5"
"8326",2.04,0.98,1.28
"8327",1.66,2.4,3.64
"8328",2.54,3.68,3.2
"8329",0.92,5.52,4.7
"8330",2.52,11.32,3.5
"8331",0.84,4.5,1.76
"8332",2.22,8.32,7.18
"8333",1.14,7.62,4.28
"8334",3.68,2.46,2.62
"8335",1.24,8.44,8.16
"8336",1.84,5.5,1.32
"8337",5.98,4.2,8.38
"8338",2.46,0.54,3.28
"8339",0.92,3.96,4.4
"8340",1.8,5.04,4.72
"8341",1.08,2.04,4.86
"8342",1.36,3.86,2.3
"8343",1.24,4.16,2.42
"8344",7.64,4.84,1.16
"8345",0.72,2.48,4.4
"8346",4.2,3.16,4.82
"8347",0.76,2.44,6.12
"8348",1.14,0.92,1.86
"8349",9.36,0.6,2.14
"8350",2.22,2.92,5.62
"8351",3.82,1.32,4.16
"8352",2.54,2.38,2.12
"8353",1.32,4.5,2.48
"8354",9.78,4.48,6.1
"8355",5.78,5.26,6.42
"8356",2.04,3.06,3.98
"8357",3.74,5.76,4.96
"8358",0.98,5.76,0.8
"8359",5.36,1.34,4.7
"8360",9.8,2.7,9.94
"8361",1.74,8.94,4.8
"8362",1.02,1,1.04
"8363",2.28,1.16,4.66
"8364",3.62,4.94,6.42
"8365",0.9,1.48,1.34
"8366",1.84,2,5.9
"8367",6.94,5.22,2.76
"8368",0.9,2.72,1.94
"8369",1.24,5.2,4.96
"8370",1.66,2.44,1.42
"8371",0.88,3.08,7.3
"8372",0.76,2.4,1.92
"8373",1.74,1.98,10.56
"8374",5.78,7.4,2.54
"8375",1.78,2.38,6.8
"8376",3.26,3.36,0.8
"8377",3.6,8.38,4.78
"8378",4.64,4.12,1.42
"8379",3.24,2.6,7.44
"8380",4.12,3.88,4.28
"8381",3.6,1.08,2.52
"8382",3.1,3.08,1.82
"8383",0.38,5.48,8.4
"8384",0.86,1.92,3.38
"8385",2.76,9.14,3.74
"8386",2.92,3.94,3.72
"8387",4.84,4.1,2.52
"8388",2.92,2.06,4.88
"8389",3.24,3.4,6.54
"8390",1.64,1.6,1.88
"8391",3,5.28,2.12
"8392",5.42,1.62,7.84
"8393",0.7,0.42,8.28
"8394",1.48,2.28,7.24
"8395",0.28,0.98,3.52
"8396",2.54,3.28,2.76
"8397",1.98,3.42,7.18
"8398",3.94,6.62,2.48
"8399",3.92,8.54,6.76
"8400",9.6,7.28,12.86
"8401",3.12,2.26,3.74
"8402",2.24,1.02,3.98
"8403",1.66,3.48,0.24
"8404",2.36,0.56,3.26
"8405",2.1,2.5,2.58
"8406",3.72,2.72,7.84
"8407",2.8,1.98,3.02
"8408",2.26,1.58,9.56
"8409",2.16,3.86,4.08
"8410",3.12,1.06,5.72
"8411",1.38,2.36,3.16
"8412",4.24,5.24,1.14
"8413",1.4,3.24,5.36
"8414",2.02,2.38,1.64
"8415",6.84,5.8,0.88
"8416",4,3.82,3.74
"8417",4.5,7.4,2.52
"8418",2.7,4.5,8.46
"8419",1.96,3.56,9.12
"8420",3.5,1.06,9.1
"8421",1.08,3.98,3.18
"8422",2.7,10.28,14.1
"8423",0.68,2.3,7.68
"8424",0.78,3.96,6.72
"8425",1.62,4.76,2.1
"8426",1.38,6.06,5.36
"8427",1,5.38,5.7
"8428",12.94,2.36,1.26
"8429",15.8,0.82,2.6
"8430",3.8,1.26,4.6
"8431",8.2,4.4,2
"8432",4.42,6.82,2.02
"8433",5.48,2.54,11.56
"8434",7.88,3.1,4.82
"8435",0.72,1.46,1.92
"8436",6.44,1.58,2.06
"8437",5.14,1.04,9.04
"8438",1.9,3.26,2.96
"8439",6.48,3.32,5.36
"8440",3.3,5.34,2.24
"8441",4.4,1.1,7.9
"8442",4.6,5,1.08
"8443",4.52,4.42,7.32
"8444",3.1,5.16,7.56
"8445",4.96,3.18,7.1
"8446",4.84,3.02,5.14
"8447",8.7,4.64,4.08
"8448",2.34,5.22,3.7
"8449",1.44,2.06,2.8
"8450",7.84,2.6,6.04
"8451",0.42,1.18,2.44
"8452",0.84,2.96,4.02
"8453",2.62,9.3,8.68
"8454",2.76,4.48,8.14
"8455",0.9,0.52,8.3
"8456",1.94,1.26,5.7
"8457",6.9,1.7,2.8
"8458",0.28,1.34,2.56
"8459",2.12,1,10.14
"8460",1.9,1.82,4.76
"8461",1.5,1.94,5.36
"8462",1.88,7.62,3.48
"8463",2.14,3.16,1.68
"8464",1.62,7.38,0.82
"8465",3.2,2.22,1.88
"8466",2.24,1.56,6.08
"8467",4.2,1.5,4.38
"8468",4.36,2.06,5.44
"8469",6.2,2.24,2.7
"8470",1.4,1.66,2.92
"8471",3.32,1.76,3.62
"8472",0.52,0.96,1.74
"8473",2.1,2.72,2.32
"8474",2.76,4.52,3.84
"8475",0.84,7.46,2.38
"8476",2.52,1.64,4.82
"8477",2.72,1.66,1.64
"8478",2.64,3.78,1.86
"8479",3.08,2.68,1.94
"8480",4.26,8.42,3.56
"8481",4.18,2.04,7.32
"8482",6.18,1.16,6.72
"8483",9.34,4.02,3.68
"8484",2.04,11.24,7.18
"8485",1,1.82,1.88
"8486",3.12,1.16,1.72
"8487",2.2,5.62,2.74
"8488",4.2,4.06,6.84
"8489",2,3,2.92
"8490",2.98,5.32,0.36
"8491",1.78,2.18,4.04
"8492",0.94,2.28,9.88
"8493",1.5,3.22,2.28
"8494",3.76,2.76,2.38
"8495",5.16,7.1,4.6
"8496",9.3,1.8,1.68
"8497",1.98,2.72,2.6
"8498",1.68,1.94,4.36
"8499",2.02,4.2,1.8
"8500",6.48,6.66,4
"8501",4.24,1.24,2.34
"8502",1.02,3.04,1.98
"8503",1.54,5.82,3.58
"8504",3.14,2.2,7.42
"8505",5.44,4.6,10.96
"8506",0.74,4.08,2.88
"8507",0.42,5.04,2.48
"8508",6.84,2.5,0.78
"8509",3.3,0.74,2.18
"8510",0.8,3.08,2.74
"8511",1.4,3.02,2.86
"8512",2.66,3.52,5.6
"8513",1.06,6.1,2.66
"8514",0.1,1.58,4.04
"8515",2.2,3.58,1.2
"8516",1.56,5.96,4.22
"8517",5.6,4.36,2.04
"8518",4.44,6.72,0.6
"8519",3,5,2.38
"8520",2.22,3.94,8.14
"8521",5.88,3.02,4.92
"8522",0.94,2.88,4.02
"8523",1.02,5.92,11.72
"8524",4.92,5.12,10.4
"8525",7.44,2.28,2.44
"8526",2.86,1.26,6.24
"8527",2.68,6.18,4.06
"8528",1.88,5.8,2.64
"8529",4.52,1.36,3.66
"8530",2.16,1.16,5.82
"8531",4.68,3.08,3.12
"8532",1.64,5.1,16.42
"8533",3.04,8.7,4.34
"8534",1.88,1.9,7.88
"8535",1.82,1.24,4.48
"8536",2,1.64,5.68
"8537",0.3,5.26,6.94
"8538",5.74,8.86,6.46
"8539",2.72,4.68,8.16
"8540",4.82,1.68,4.6
"8541",3.34,2.74,2.6
"8542",10,5.72,0.68
"8543",2.46,4.4,3.22
"8544",2.04,3.9,4.96
"8545",3.88,1.82,1.2
"8546",3.74,3.88,4.38
"8547",10.78,5.7,6.14
"8548",1.32,0.9,4.74
"8549",5.2,0.6,3.12
"8550",2.6,0.76,0.72
"8551",1.08,4.22,7.08
"8552",1.14,3.26,2.66
"8553",1.84,3.8,1.62
"8554",3.38,9.54,3.34
"8555",3,1.8,6.54
"8556",0.54,5.72,1.72
"8557",3.5,2.5,5.32
"8558",0.52,3.5,3.22
"8559",1.72,0.96,9.7
"8560",3.06,1,2.06
"8561",2.76,5.96,2.34
"8562",2.64,3.84,6.54
"8563",2.12,1.82,3.66
"8564",4.08,5.44,6.7
"8565",1,4.34,1.26
"8566",3.6,3.8,5.4
"8567",0.92,3.08,8.22
"8568",1.18,3.44,7.74
"8569",1.38,5.86,4.94
"8570",2.68,0.86,3.14
"8571",2.7,4.12,2.76
"8572",4.62,5.74,8.62
"8573",3.24,6.86,4.42
"8574",2.38,5.04,2.12
"8575",0.68,2.06,11.12
"8576",0.58,1.42,3.86
"8577",2.02,3.88,7.92
"8578",2.7,1.5,6.54
"8579",2.4,1.12,1.2
"8580",3.32,1.72,0.62
"8581",4.12,2.36,4.24
"8582",6.44,6.98,9.18
"8583",0.62,3.7,3.26
"8584",0.72,2.36,2.46
"8585",0.52,1.5,2
"8586",2.42,3.42,4.06
"8587",3.48,0.44,4.68
"8588",2.44,3.4,0.92
"8589",3.32,6.68,7.58
"8590",1.26,2.62,3.78
"8591",1.32,3.22,9.2
"8592",3.6,3.74,3.52
"8593",5.52,1.82,10.44
"8594",2.36,4.12,7.38
"8595",6.42,4.74,4.28
"8596",4.1,3.56,3.92
"8597",2.64,3.4,4.44
"8598",0.74,2.04,4.98
"8599",2.6,8.94,2.72
"8600",3.72,4.96,3.2
"8601",5.52,2.98,0.96
"8602",6.12,2.82,2.14
"8603",3.48,5.06,7.42
"8604",1.44,8.82,1.7
"8605",2.38,0.9,2.24
"8606",1.48,12.38,1.8
"8607",2.96,4.54,3.42
"8608",2.2,6.34,2.26
"8609",0.84,0.54,3.74
"8610",3.1,3.56,2.04
"8611",3.26,6.12,8.94
"8612",2.2,0.84,4.46
"8613",1.74,2.52,7.88
"8614",2.76,1.96,2.88
"8615",4.92,4.52,3.8
"8616",1.8,5.66,8.42
"8617",3.48,2.36,6.14
"8618",0.74,4.86,2.96
"8619",1.96,3.64,2.4
"8620",2.9,3.82,2.44
"8621",1.12,4.6,1.5
"8622",0.92,5.6,2.24
"8623",4.2,1.22,4.76
"8624",5.16,3.86,4.94
"8625",4.52,4.76,4.26
"8626",6.22,4.22,12.32
"8627",3.42,2.62,3.18
"8628",2.94,1.52,0.94
"8629",1.06,2.86,5.96
"8630",7.8,2.8,5.16
"8631",0.62,7.5,2.06
"8632",1.88,5.56,2
"8633",2.54,3.06,1.26
"8634",0.78,2.62,2.34
"8635",1.74,3.12,5.24
"8636",3.3,5.48,12.72
"8637",1.78,1.9,2.84
"8638",0.44,2.54,4.26
"8639",1.08,0.74,0.88
"8640",5.34,2.94,2.88
"8641",3.52,4.18,1.64
"8642",2.46,4.16,5.36
"8643",1.8,2.6,6.96
"8644",0.42,5.98,3.88
"8645",1.54,3.94,1.92
"8646",4.66,3.52,3.62
"8647",0.98,4.02,8.38
"8648",2.52,3.8,2.2
"8649",2.46,1.96,6.88
"8650",2.38,4.68,6.26
"8651",7.82,5.42,2.38
"8652",4.08,5.24,8.36
"8653",1.8,1.16,7.34
"8654",3.62,2.82,1.2
"8655",1.08,1.06,3.68
"8656",2.06,7.84,3.26
"8657",1.18,0.14,2.62
"8658",1.2,2.04,3.98
"8659",2.4,1.2,3.86
"8660",1.56,2.36,2.46
"8661",1.32,6.22,5.92
"8662",1.22,2.12,1.9
"8663",2.12,6.72,14.26
"8664",3.42,1.52,0.98
"8665",0.6,8.64,3.26
"8666",1.18,1.48,6.32
"8667",1.18,1.94,1.24
"8668",2.18,2.86,4
"8669",1.78,3.54,2.8
"8670",1.32,6.04,2.78
"8671",4.9,5.88,6.88
"8672",3.4,1,6.52
"8673",2.04,2.7,1.56
"8674",0.24,3.98,3.84
"8675",1.62,6.54,2.22
"8676",9.32,1.64,6.72
"8677",3.66,4,2.68
"8678",1.48,2.36,2.4
"8679",3.56,2.14,3.44
"8680",9.56,2.56,5.78
"8681",7.08,4.4,5.52
"8682",1.48,4.1,2.84
"8683",3.48,4.14,6.3
"8684",5.08,3.18,3.9
"8685",7,1.4,6.68
"8686",12,5.22,1.2
"8687",1.74,9.02,4.76
"8688",3.28,7.78,1.36
"8689",9.54,3.04,1.92
"8690",1.08,2.46,7.82
"8691",1.78,3.86,9.38
"8692",2.44,3.5,5.58
"8693",4.52,3.64,2.62
"8694",3.98,3.12,3.16
"8695",2.74,1.28,5.54
"8696",0.6,3.64,6.46
"8697",1.24,4.04,3.42
"8698",1.32,2.98,8.58
"8699",4.9,1.2,2.12
"8700",2.28,4.3,4.6
"8701",1.46,3.02,4.04
"8702",1.22,2.98,8.32
"8703",2.7,4.62,2.74
"8704",4.34,7.88,2.58
"8705",2.3,1.34,3.22
"8706",0.72,4.38,4.8
"8707",0.1,2.94,3.26
"8708",2.48,3.48,4.04
"8709",2.28,10.98,2.04
"8710",0.76,1.98,0.82
"8711",4.74,1.38,11.42
"8712",5.74,1.78,4.34
"8713",2.64,2.8,1.88
"8714",1.84,0.68,6.88
"8715",3.48,3.86,2.38
"8716",1.8,5.56,4
"8717",1.9,7.5,1.5
"8718",1.08,1.32,4
"8719",2.06,0.58,5.94
"8720",5.06,2.84,2.84
"8721",1.32,9.86,3.34
"8722",1.9,7.5,1.66
"8723",0.46,1.24,0.54
"8724",0.62,3.5,2.74
"8725",2.66,1.88,5.16
"8726",4.76,2.46,2.64
"8727",0.6,4.26,1.26
"8728",1.7,1.6,1.62
"8729",9,4.92,8.9
"8730",6.9,0.88,6.7
"8731",6.66,5.14,5.08
"8732",3,2.22,7.8
"8733",2.64,4.16,7.98
"8734",6.62,3.78,3.22
"8735",4.08,2.42,4.44
"8736",3.4,3.08,3.96
"8737",5.7,5.08,3.74
"8738",4.4,5.7,1.52
"8739",1.26,3.56,5.38
"8740",2.3,0.24,3.88
"8741",4.2,1.2,7.44
"8742",3.42,1.62,3.96
"8743",1.64,3.34,5.04
"8744",6.02,6.14,1.34
"8745",4.36,0.68,3.28
"8746",0.2,1.4,11.24
"8747",2.52,2.5,4.68
"8748",2.44,4.08,1.18
"8749",3.54,9.72,5.24
"8750",0.44,4.28,2.98
"8751",4.44,4.04,4.6
"8752",3.6,4.32,5.4
"8753",6.12,1.14,1.66
"8754",2.34,2.78,1.58
"8755",2.52,3.98,2.3
"8756",1.36,1.34,0.28
"8757",2.94,4.62,4.64
"8758",1.8,7.2,4.14
"8759",2.04,4.62,8.14
"8760",3.56,0.44,2.68
"8761",3.14,4.24,7.6
"8762",1.8,1.8,7.5
"8763",7.32,2.46,1.4
"8764",1.94,5.76,5.4
"8765",8.92,3.6,1.88
"8766",0.9,1.22,3.34
"8767",1.1,5.74,5.34
"8768",0.62,2.48,0.8
"8769",0.34,5.08,3.32
"8770",3.42,4,2.04
"8771",1.84,7.72,5.42
"8772",0.94,2.94,2.22
"8773",2.68,2.34,7.12
"8774",3.18,1.66,3.32
"8775",1.32,1.42,3.54
"8776",4.44,1.42,4.66
"8777",4.2,6.26,9.1
"8778",0.26,4.52,4.9
"8779",1.48,2.42,4.14
"8780",3.76,1.72,7.36
"8781",1.32,13.54,3.58
"8782",5.52,4.32,11.92
"8783",4.34,5.1,6.56
"8784",5.08,3.56,4.12
"8785",0.94,1.86,5.74
"8786",3.28,1.6,2.16
"8787",0.82,2.5,2.94
"8788",0.08,1.7,8.16
"8789",1.54,2.66,3.6
"8790",3,2.84,4.02
"8791",2.06,8.06,7.26
"8792",0.76,3.76,10.38
"8793",2.36,3,6.94
"8794",2.5,6.56,12.3
"8795",0.76,6.66,7.72
"8796",1.26,4.94,1.76
"8797",1.8,2.14,5.6
"8798",2.84,11.96,2.08
"8799",1.3,3.28,0.84
"8800",3.74,1,0.64
"8801",1.96,2.38,5.54
"8802",3.4,1.64,2.12
"8803",1.04,5.64,1.28
"8804",1.56,4.2,1.18
"8805",2.3,3.72,1.56
"8806",2.28,3.96,3.88
"8807",1.56,7.32,6.54
"8808",1.32,1.16,5.94
"8809",0.84,1.32,0.76
"8810",1.94,5.2,0.92
"8811",3.7,5.9,6.46
"8812",0.84,1.22,6.92
"8813",12.84,1.84,4.6
"8814",1.4,0.84,6.86
"8815",1.06,5.18,2.66
"8816",0.36,1.5,4.78
"8817",12.04,11.12,2.74
"8818",5.8,1.26,4.26
"8819",2.3,1.66,3.76
"8820",6.46,1.72,1.7
"8821",1.88,3.96,3.02
"8822",1.66,3.38,4.14
"8823",4.94,7.3,5.9
"8824",1.96,9.96,6.08
"8825",5.26,7.08,6.34
"8826",2.7,3.1,5.1
"8827",1.52,2.98,2.78
"8828",5.24,1.58,7.98
"8829",2.96,2.98,4.42
"8830",1.58,4.04,7.98
"8831",7.56,1.82,9.98
"8832",3.7,5,1.52
"8833",6.06,3.4,8.28
"8834",2.26,9.04,6.76
"8835",1.48,1.26,6.74
"8836",3.9,1.7,6.98
"8837",1.08,3.12,2.7
"8838",0.98,2.2,4.04
"8839",1.34,3.16,8.46
"8840",1.94,1.64,4.28
"8841",1.98,3.34,5.1
"8842",2.8,4.84,10.12
"8843",8.3,1.76,2.86
"8844",2.18,3.24,2.94
"8845",4.08,6.1,4.52
"8846",3.2,2.12,3.58
"8847",0.68,1.4,2.94
"8848",0.6,8.82,3.42
"8849",0.14,5.78,1.9
"8850",2.08,5.18,3.26
"8851",2.34,1.34,3.42
"8852",3,1.64,1.42
"8853",2.84,6.78,9.5
"8854",0.36,1.38,6.36
"8855",1.86,1.86,4.6
"8856",1.32,3.24,7.56
"8857",0.52,2.7,7.74
"8858",1.52,1.76,2.36
"8859",2.36,3.42,4.7
"8860",4.36,6.02,8
"8861",2.82,2.48,5.42
"8862",3.74,2.56,11.74
"8863",3.08,5.9,2.4
"8864",0.86,1.42,7.2
"8865",1.46,3,1.74
"8866",3.22,6,2.08
"8867",1,2.46,8.4
"8868",1.56,2.76,0.68
"8869",1.66,0.62,4.46
"8870",1.62,2.18,2.4
"8871",3.72,4.46,2.46
"8872",6.52,3.88,4.42
"8873",3.12,8.5,4.38
"8874",4.76,2.38,0.96
"8875",1.96,1.86,3.62
"8876",2.5,4.7,3.4
"8877",10.26,1.2,5.98
"8878",1.06,3.66,4.84
"8879",3.58,1.12,6.38
"8880",1.32,1.86,6.76
"8881",3,1.42,5.14
"8882",1.06,4.36,5.42
"8883",1.34,3.3,0.82
"8884",3.24,1.98,2.68
"8885",3.96,5.06,3.18
"8886",0.16,2.52,1.36
"8887",5.9,4.42,2.2
"8888",2.32,5.92,11.26
"8889",3.78,3.22,6.38
"8890",1.78,5.42,6.94
"8891",5.64,3.38,1.7
"8892",1.78,3.54,3.48
"8893",4.7,0.92,4.82
"8894",5.74,3.74,4.44
"8895",3.16,4.04,1.5
"8896",4.3,2.46,6.28
"8897",1.46,5.94,4.6
"8898",1.86,0.92,3.62
"8899",5.8,5.8,5.14
"8900",4.14,3.34,6.38
"8901",0.84,1.34,3.46
"8902",2.18,3.06,4
"8903",7.6,9.02,7.5
"8904",2.2,7.78,11.9
"8905",3.18,0.92,5.24
"8906",1.8,5.66,4.8
"8907",4.1,3.04,5.92
"8908",5.16,5.06,3.08
"8909",3.78,4.14,2.82
"8910",0.66,3.74,9.98
"8911",3.72,1.76,4.18
"8912",3.28,2.28,4.38
"8913",0.48,2.86,9.46
"8914",7.7,1.86,0.84
"8915",0.6,3.1,2.1
"8916",1.38,0.54,4.68
"8917",7.06,6.06,7.08
"8918",2.96,3.52,3
"8919",4.82,2.44,3.58
"8920",0.28,4.74,6.16
"8921",6.2,7.28,2.44
"8922",3.48,3.5,0.96
"8923",4.06,10.7,6.38
"8924",3.1,5.06,7.32
"8925",1.52,2.54,2.62
"8926",3.34,9.32,5.36
"8927",0.72,4.08,5.68
"8928",1.14,4.76,0.5
"8929",3.16,1.02,2.08
"8930",1.42,0.64,0.8
"8931",3.26,4.64,2.14
"8932",2.66,0.68,1.68
"8933",2.64,6,5.1
"8934",3.32,4.02,2.64
"8935",1.7,8.76,6.76
"8936",1.08,10.28,3.8
"8937",1.08,5.5,1.86
"8938",0.78,5.34,3.18
"8939",1.02,2.32,4.76
"8940",5.82,3.66,8.68
"8941",0.26,5.74,1.42
"8942",6.18,0.7,3.96
"8943",0.68,2.54,1.94
"8944",2.64,3.26,9.5
"8945",0.66,6.06,5.92
"8946",1.82,1.52,7.32
"8947",1.46,1.18,3.12
"8948",1.32,7.88,0.78
"8949",1.32,5.22,2.92
"8950",3.74,1.02,3.68
"8951",0.36,1.44,3.78
"8952",1.5,1.5,5.06
"8953",2.68,1,7.8
"8954",5.4,5.06,2.96
"8955",4.74,1.22,0.5
"8956",2.44,4.26,2.68
"8957",6.16,3.68,0.76
"8958",3.48,8.08,2
"8959",1.08,10.1,5.3
"8960",2.46,0.94,4.06
"8961",4.28,3.92,4.18
"8962",1.26,3.36,7.24
"8963",4.12,2.78,3.44
"8964",3.66,6.1,2.68
"8965",2.8,6.46,4.86
"8966",6.04,1.74,3.2
"8967",2.76,7.02,1.5
"8968",2.48,2.52,2.32
"8969",3.72,2.18,8.92
"8970",3.16,2.56,12.52
"8971",2.52,6.72,10.88
"8972",2.2,5.24,2.14
"8973",3.66,1.94,5.14
"8974",1.08,7.74,4.48
"8975",0.68,4.98,4.6
"8976",3.64,5.16,2.62
"8977",2.2,1.4,3.9
"8978",3.3,4.82,6.2
"8979",1.64,3.16,4.42
"8980",1.8,4.82,4.24
"8981",3.48,6.48,5.5
"8982",2.76,1.22,10.48
"8983",2.98,11.78,2.22
"8984",1.62,2.38,4.4
"8985",3.08,3.44,7.02
"8986",5.28,6.74,4.82
"8987",1.3,0.88,5.84
"8988",4.88,2.7,1.88
"8989",3.18,1.22,1.24
"8990",10.28,2.08,2.04
"8991",1.14,1.62,4.14
"8992",4.64,3.08,1.62
"8993",2.36,3.22,2.28
"8994",9,4.62,6.7
"8995",0.72,1.58,1.84
"8996",4.52,3.38,4.62
"8997",3.48,6.32,2.72
"8998",2,5.06,6.62
"8999",1.46,0.72,8.86
"9000",0.76,4.62,4.78
"9001",0.96,3.52,7.1
"9002",2.26,4.36,6.22
"9003",4.12,4.04,5.62
"9004",4.42,0.64,10.66
"9005",5.18,2.66,8.98
"9006",0.88,4.6,7.74
"9007",1.02,8.86,3.56
"9008",1.38,1.26,9.08
"9009",4.94,2.54,4.28
"9010",3.66,2.52,5.4
"9011",1.32,2.88,5.86
"9012",7.82,6.96,4.4
"9013",5.8,4.04,4.8
"9014",0.52,0.8,9.18
"9015",0.54,1.58,2.72
"9016",1.66,7.36,3.3
"9017",7.24,2.44,3.66
"9018",2.22,1.76,4
"9019",4.18,10.22,2.82
"9020",3.96,3.56,4.56
"9021",1.82,2.68,6.34
"9022",1.8,1.02,3.94
"9023",2.64,3.02,1.76
"9024",2.98,0.94,4.22
"9025",0.86,9.24,1.46
"9026",1.4,2.3,3.66
"9027",4.32,6.88,3.36
"9028",2.66,5.22,3.76
"9029",1.86,0.8,5.06
"9030",2.42,4.02,4.28
"9031",1.64,2.6,3.42
"9032",2.08,6.26,2.08
"9033",4.7,2.22,5.72
"9034",1.84,5.18,4.6
"9035",2.76,2.44,3.36
"9036",3.92,3.48,0.86
"9037",1.4,5.44,3.74
"9038",6.58,5,4.68
"9039",2.1,3.54,2.28
"9040",1.98,2.22,4.64
"9041",6.28,6.8,2.68
"9042",4.28,1.82,3.98
"9043",5.26,6.64,0.62
"9044",13.8,2.6,5.68
"9045",3.5,2.3,6.76
"9046",3.62,5.38,4.32
"9047",1.58,2.88,5.28
"9048",3.74,2.6,6.94
"9049",1.36,3.08,1.52
"9050",3.24,6.04,2.46
"9051",2.78,5.96,3.08
"9052",1.38,2.96,4.56
"9053",1.34,9.08,7.32
"9054",1.1,1.9,2.96
"9055",4.74,2.92,2.16
"9056",4.92,0.62,2.22
"9057",1.24,1.28,7.82
"9058",1.5,3.22,3.32
"9059",4.72,2.1,8.72
"9060",0.3,5.04,3.76
"9061",2.7,5.54,6.7
"9062",7.9,11.46,6.64
"9063",7.34,2.2,13.34
"9064",1.86,3.4,7.34
"9065",0.84,2.32,2.08
"9066",1.74,9.42,7.1
"9067",1.94,2.06,7.52
"9068",6.84,4.44,2.28
"9069",2.98,3.44,6.32
"9070",1.94,2.04,8.3
"9071",2.86,5.64,7.36
"9072",3.5,11.02,7.36
"9073",5.14,7.22,3.02
"9074",4.5,2.24,7.08
"9075",0.42,2.3,2.7
"9076",2.12,4.18,5.44
"9077",8.22,6.12,1.32
"9078",2.58,2.7,2.62
"9079",3.08,4.92,4.14
"9080",3.22,2.72,2.48
"9081",4.52,1.3,2.72
"9082",1.08,1.36,2.54
"9083",4.62,1.22,6.68
"9084",2.94,1.46,7.16
"9085",2.42,0.26,5.72
"9086",1.46,2.94,3.8
"9087",0.44,9.16,3.88
"9088",2.34,2.54,7.96
"9089",2.02,0.64,5.9
"9090",4.1,1.64,7.82
"9091",2.84,2.78,1.4
"9092",6.2,3.24,1.66
"9093",2.76,5.1,1.34
"9094",4.92,2.66,4.28
"9095",2.38,1.96,4.7
"9096",4.52,1.4,3.58
"9097",2.84,2.94,5.74
"9098",0.98,3.98,5.44
"9099",3.76,9.78,2.92
"9100",4.34,1.9,6.3
"9101",0.46,2.44,4.1
"9102",9.48,2.64,4.8
"9103",3.6,4.4,5.44
"9104",2.92,0.16,5.9
"9105",2.74,5.48,7.38
"9106",4.2,6.2,4.3
"9107",2,6.3,3.64
"9108",2.52,0.8,1.34
"9109",4.94,2.76,2.08
"9110",7.28,1.66,7.4
"9111",1.5,1.34,2.78
"9112",0.9,1.68,3.68
"9113",3.98,1.38,7.32
"9114",0.54,4.46,2.82
"9115",1.48,4.26,7.28
"9116",2.36,5.78,4.26
"9117",0.8,3.8,2.12
"9118",1.08,7.56,3.36
"9119",4.74,3.24,2.14
"9120",4.92,2.52,5.04
"9121",1.24,8.64,4.24
"9122",0.68,9.64,5.52
"9123",2.76,0.9,3.32
"9124",0.28,3.2,4.12
"9125",4.76,5.24,12.82
"9126",1.26,3.5,4.02
"9127",1.42,5.22,3.1
"9128",2.28,4.02,6.46
"9129",9.84,4.84,2.22
"9130",2.6,1.7,4.62
"9131",1.68,1.96,3.24
"9132",1,4,2.44
"9133",3.48,6.12,2.54
"9134",4.56,4.98,7.5
"9135",1.98,4.52,3.52
"9136",1,1.74,1.94
"9137",1.1,3.78,4.94
"9138",1,1.1,2.96
"9139",4.44,1.76,6.52
"9140",3.8,8.8,2.12
"9141",3.94,3.44,1.8
"9142",4.1,3.92,1.58
"9143",2.14,1.42,3.32
"9144",3.8,0.86,2.34
"9145",3.22,7.04,3.5
"9146",1.08,3.78,10.04
"9147",4.9,0.36,7.66
"9148",2.38,6.14,1.7
"9149",3.5,4.44,3.78
"9150",1.22,4.24,4.24
"9151",1.66,2.84,2.52
"9152",2.24,5.38,3.38
"9153",1.24,1.4,3.26
"9154",1.96,4.56,4.58
"9155",0.66,3.34,2.42
"9156",4.2,3.94,3.7
"9157",1.08,1.68,5.38
"9158",0.8,1.36,1.22
"9159",0.72,1.66,1.32
"9160",6.36,6.94,12.54
"9161",4.44,4.44,2.72
"9162",0.74,2.72,2.18
"9163",2.1,1.9,6.82
"9164",1.56,7.48,9.6
"9165",4.9,4.3,3.02
"9166",2.36,0.56,6.06
"9167",3.86,4.52,6.94
"9168",1.58,1.74,7.2
"9169",4.14,3.3,4.44
"9170",2.84,5,1.98
"9171",4.28,2.4,2.6
"9172",2.74,5.66,2.54
"9173",1.4,4.16,3.26
"9174",2.92,5.54,4.52
"9175",5.82,4.16,2.28
"9176",1.8,3.32,9.04
"9177",7.82,2.86,5.56
"9178",5.24,2.96,0.64
"9179",0.72,3.44,1.9
"9180",0.68,10.8,1.82
"9181",2.14,5.54,3.02
"9182",9.74,2.34,3.24
"9183",1.26,3.02,9.94
"9184",4.22,2.38,4.94
"9185",0.9,3.56,1.38
"9186",9.2,0.84,3.18
"9187",2.7,7.86,7.6
"9188",9.3,2.2,4.74
"9189",2.94,3.3,2.56
"9190",3.44,2.28,9.1
"9191",1,0.94,1.18
"9192",3.22,2.24,0.94
"9193",3,2.18,3.86
"9194",5.98,6.62,1.88
"9195",4.92,3,9.6
"9196",3.7,3.96,9.86
"9197",5.04,1,2.74
"9198",3.8,11.8,3.2
"9199",9.18,1.74,1.72
"9200",1.5,1.08,5.56
"9201",9.22,0.74,5.8
"9202",5.84,3.06,4.66
"9203",1.8,1.86,2.28
"9204",4.88,1.54,1.38
"9205",4.6,3.4,2.32
"9206",0.92,1.8,1
